y_coord,x_coord
0,214
0,412
1,214
1,412
2,214
2,412
3,214
3,412
4,213
4,412
5,213
5,412
6,213
6,412
7,213
7,412
8,213
8,412
9,213
9,412
10,213
10,412
11,212
11,412
11,413
12,212
12,413
12,414
13,212
13,414
14,212
14,414
15,212
15,415
16,212
16,415
17,211
17,416
18,211
18,416
19,211
19,417
20,211
20,417
20,418
21,211
21,418
22,211
22,418
23,211
23,418
24,211
24,418
25,211
25,418
26,211
26,418
27,211
27,418
28,211
28,418
29,211
29,418
30,211
30,418
31,211
31,418
32,211
32,418
33,211
33,418
34,211
34,418
35,211
35,418
36,210
36,418
37,210
37,417
38,210
38,417
39,210
39,417
40,210
40,417
41,210
41,417
42,209
42,417
43,209
43,417
44,209
44,418
44,419
45,209
45,420
45,421
46,209
46,421
47,209
47,421
48,209
48,421
49,209
49,421
50,209
50,421
51,209
51,421
52,206
52,207
52,208
52,209
52,421
53,205
53,421
54,204
54,421
55,204
55,421
56,203
56,421
57,203
57,421
58,203
58,421
59,203
59,422
60,203
60,422
61,203
61,422
62,203
62,422
63,203
63,422
64,203
64,422
65,203
65,423
66,203
66,423
67,203
67,423
68,203
68,423
69,204
69,424
70,204
70,424
71,205
71,424
72,205
72,206
72,424
73,206
73,424
74,206
74,425
75,204
75,205
75,206
75,425
76,201
76,202
76,203
76,426
77,200
77,426
77,427
78,199
78,428
78,429
79,199
79,429
79,430
80,198
80,430
80,431
81,198
81,431
82,198
82,431
83,198
83,431
84,198
84,431
85,197
85,432
86,194
86,195
86,196
86,197
86,432
87,192
87,193
87,433
88,190
88,191
88,433
89,190
89,433
90,189
90,434
91,189
91,434
92,189
92,434
93,189
93,435
94,189
94,435
94,436
95,189
95,437
95,438
95,439
96,189
96,440
96,441
96,442
96,443
96,444
97,189
97,445
97,446
98,189
98,447
99,189
99,448
100,189
100,448
101,189
101,449
101,450
102,183
102,184
102,185
102,186
102,187
102,188
102,189
102,451
102,452
103,182
103,453
103,454
104,181
104,454
104,455
105,179
105,180
105,455
105,456
106,178
106,179
106,456
106,457
107,176
107,177
107,457
108,175
108,176
108,458
109,173
109,174
109,458
110,172
110,173
110,458
111,172
111,458
112,171
112,459
112,460
112,461
113,171
113,462
113,463
114,171
114,463
114,464
115,163
115,164
115,165
115,166
115,167
115,168
115,169
115,170
115,171
115,465
115,466
116,162
116,467
116,468
117,161
117,469
117,470
118,160
118,161
118,471
118,472
119,159
119,160
119,472
119,473
120,158
120,159
120,473
120,474
121,157
121,158
121,475
122,156
122,157
122,475
123,156
123,475
124,155
124,475
125,155
125,475
126,155
126,475
127,154
127,475
128,154
128,476
129,153
129,477
129,478
129,479
129,480
129,481
129,482
129,483
129,484
130,153
130,485
130,486
131,152
131,486
132,140
132,141
132,142
132,143
132,144
132,145
132,146
132,147
132,148
132,149
132,150
132,151
132,152
132,487
133,139
133,487
134,138
134,488
135,138
135,488
135,489
136,138
136,489
136,490
137,138
137,490
137,491
137,492
137,493
137,494
137,495
137,496
137,497
137,498
137,499
137,500
137,501
137,502
138,136
138,137
138,138
138,503
138,504
139,134
139,135
139,504
139,505
140,134
140,505
140,506
141,133
141,506
141,507
142,132
142,133
142,508
142,509
143,132
143,509
143,510
144,131
144,510
144,511
145,129
145,130
146,128
146,129
147,127
147,128
148,116
148,117
148,118
148,119
148,120
148,121
148,122
148,123
148,124
148,125
148,126
149,114
149,115
150,105
150,106
150,107
150,108
150,109
150,110
150,111
150,112
150,113
150,114
151,104
152,103
153,103
154,103
155,103
156,101
156,102
156,103
157,99
157,100
158,99
159,98
160,97
160,98
161,96
161,97
162,96
163,95
164,94
164,95
165,93
165,94
166,92
166,93
167,90
167,91
168,89
168,90
169,87
169,88
170,85
170,86
171,84
171,85
172,84
173,83
174,83
175,82
175,83
176,81
176,82
177,77
177,78
177,79
177,80
178,75
178,76
179,74
180,63
180,64
180,65
180,66
180,67
180,68
180,69
180,70
180,71
180,72
180,73
181,61
181,62
182,61
183,60
184,60
185,60
186,60
187,59
188,44
188,45
188,46
188,47
188,48
188,49
188,50
188,51
188,52
188,53
188,54
188,55
188,56
188,57
188,58
188,59
189,42
189,43
190,42
191,41
192,41
193,41
194,35
194,36
194,37
194,38
194,39
194,40
194,41
195,33
195,34
196,31
196,32
196,33
197,29
197,30
198,29
199,28
200,28
201,27
201,28
202,26
202,27
203,17
203,18
203,19
203,20
203,21
203,22
203,23
203,24
203,25
203,26
204,15
204,16
205,14
205,15
206,14
207,13
208,13
209,13
210,13
211,13
212,13
213,13
214,13
215,3
215,4
215,5
215,6
215,7
215,8
215,9
215,10
215,11
215,12
216,1
216,2
217,1
218,0
281,306
281,307
281,308
281,309
281,310
282,299
282,300
282,301
282,302
282,303
282,304
282,305
282,311
282,312
283,294
283,295
283,296
283,297
283,298
283,313
283,314
283,315
283,316
283,317
283,318
283,319
283,320
283,321
283,322
283,323
283,324
283,325
283,326
284,292
284,293
284,327
284,328
285,291
285,292
285,328
285,329
285,330
285,331
285,332
285,333
285,334
286,290
286,291
286,335
286,336
287,289
287,336
287,337
287,338
287,339
287,340
287,341
287,342
288,288
288,343
288,344
289,287
289,288
289,344
289,345
290,286
290,287
290,345
290,346
291,284
291,285
291,286
291,346
291,347
292,282
292,283
292,347
292,348
293,280
293,281
293,349
293,350
293,351
293,352
294,274
294,275
294,276
294,277
294,278
294,279
294,280
294,353
294,354
294,355
294,356
294,357
294,358
294,359
294,360
295,272
295,273
295,361
295,362
296,272
296,363
296,364
296,365
296,366
297,266
297,267
297,268
297,269
297,270
297,271
297,367
297,368
297,369
297,370
297,371
297,372
298,263
298,264
298,265
298,373
299,257
299,258
299,259
299,260
299,261
299,262
299,373
300,255
300,256
300,374
301,255
301,374
302,254
302,375
303,253
303,254
303,375
303,376
304,252
304,253
304,376
304,377
305,243
305,244
305,245
305,246
305,247
305,248
305,249
305,250
305,251
305,252
305,377
305,378
306,242
306,378
306,379
307,241
307,380
307,381
308,241
308,381
308,382
309,240
309,382
309,383
309,384
310,237
310,238
310,239
310,385
310,386
310,387
310,388
310,389
310,390
310,391
310,392
310,393
310,394
310,395
310,396
310,397
311,235
311,236
311,398
311,399
312,223
312,224
312,225
312,226
312,227
312,228
312,229
312,230
312,231
312,232
312,233
312,234
312,399
313,222
313,400
314,221
314,400
315,221
315,401
316,221
316,401
316,402
317,221
317,403
317,404
318,220
318,404
318,405
318,406
318,407
318,408
319,219
319,220
319,409
319,410
320,218
320,219
320,410
320,411
320,412
320,413
320,414
320,415
320,416
321,217
321,218
321,417
321,418
322,217
322,418
322,419
322,420
322,421
322,422
322,423
323,216
323,424
324,215
324,216
324,424
325,208
325,209
325,210
325,211
325,212
325,213
325,214
325,215
325,424
326,204
326,205
326,206
326,207
326,424
327,202
327,203
327,424
328,202
328,424
329,201
329,424
330,200
330,201
330,424
331,200
331,424
332,199
332,425
333,198
333,199
333,425
333,426
334,197
334,198
334,426
334,427
334,428
334,429
334,430
334,431
334,432
334,433
335,191
335,192
335,193
335,194
335,195
335,196
335,197
335,434
335,435
335,436
336,189
336,190
336,437
336,438
337,188
337,189
337,439
337,440
338,186
338,187
338,440
338,441
339,176
339,177
339,178
339,179
339,180
339,181
339,182
339,183
339,184
339,185
339,186
339,441
339,442
339,443
339,444
339,445
340,174
340,175
340,446
340,447
340,448
341,174
341,449
341,450
342,173
342,450
342,451
343,173
343,451
344,172
344,173
344,452
345,171
345,172
345,452
345,453
346,169
346,170
346,453
346,454
347,168
347,169
347,454
347,455
347,456
347,457
348,166
348,167
348,458
348,459
349,165
349,166
349,460
349,461
350,163
350,164
350,462
350,463
351,163
351,463
352,162
352,464
353,162
353,464
354,162
354,464
355,161
355,162
355,465
355,466
355,467
355,468
355,469
356,160
356,161
356,470
356,471
356,472
356,473
357,159
357,160
357,474
357,475
358,158
358,159
358,476
358,477
358,478
359,156
359,157
359,479
359,480
360,154
360,155
360,480
360,481
361,152
361,153
361,482
361,483
362,150
362,151
362,484
362,485
363,142
363,143
363,144
363,145
363,146
363,147
363,148
363,149
363,150
363,485
364,140
364,141
364,486
365,139
365,140
365,486
365,487
366,129
366,130
366,131
366,132
366,133
366,134
366,135
366,136
366,137
366,138
366,139
366,488
366,489
367,128
367,490
367,491
368,127
368,491
368,492
369,127
369,492
369,493
370,127
370,494
370,495
371,127
371,496
371,497
372,127
372,497
372,498
