y_coord,x_coord
0,86
0,297
1,86
1,297
2,85
2,297
3,85
3,297
4,85
4,297
5,85
5,297
6,85
6,297
7,85
7,297
8,85
8,297
9,85
9,297
10,85
10,297
11,85
11,297
12,85
12,297
13,85
13,297
14,85
14,296
14,297
15,85
15,295
15,296
16,85
16,295
17,85
17,294
18,85
18,294
19,85
19,295
19,296
19,297
19,298
19,299
19,300
20,85
20,301
21,85
21,301
22,85
22,301
23,85
23,301
24,86
24,301
25,86
25,301
26,86
26,301
27,86
27,301
28,86
28,301
29,86
29,301
30,86
30,301
31,86
31,301
32,86
32,301
33,86
33,301
34,86
34,301
35,86
35,302
36,86
36,302
36,303
37,86
37,303
38,86
38,303
39,86
39,303
40,86
40,303
41,85
41,303
42,85
42,303
43,85
43,304
44,85
44,304
45,85
45,305
46,85
46,305
47,85
47,305
48,84
48,305
49,84
49,305
50,84
50,306
51,84
51,306
52,84
52,307
53,84
53,307
54,83
54,307
55,83
55,307
56,83
56,307
57,82
57,307
58,82
58,307
59,82
59,307
60,81
60,307
61,81
61,307
62,81
62,307
63,81
63,307
64,81
64,307
65,81
65,307
66,81
66,307
67,81
67,307
68,80
68,307
69,80
69,307
70,80
70,307
71,80
71,307
72,80
72,307
73,80
73,307
74,80
74,307
75,80
75,307
76,80
76,307
77,80
77,307
78,79
78,307
79,79
79,307
80,79
80,307
81,79
81,307
82,78
82,307
83,78
83,307
84,78
84,307
85,77
85,78
85,307
86,77
86,308
86,309
87,76
87,310
87,311
88,76
88,312
88,313
89,76
89,313
90,75
90,313
91,75
91,314
92,74
92,314
93,74
93,314
94,73
94,314
95,73
95,314
96,73
96,314
97,72
97,314
98,72
98,314
99,71
99,72
99,314
100,70
100,71
100,314
101,68
101,69
101,314
102,66
102,67
102,314
103,65
103,66
103,314
104,64
104,65
104,315
105,63
105,64
105,315
106,63
106,316
106,317
106,318
106,319
106,320
106,321
106,322
106,323
106,324
106,325
107,62
107,326
107,327
108,62
108,327
108,328
109,61
109,328
109,329
110,61
110,329
110,330
111,60
111,330
111,331
112,58
112,59
112,331
112,332
113,57
113,58
113,332
113,333
113,334
114,55
114,56
114,335
114,336
115,54
115,55
115,337
115,338
116,52
116,53
116,338
116,339
117,51
117,52
117,339
117,340
118,50
118,51
118,340
119,48
119,49
119,341
120,47
120,48
120,341
120,342
121,46
121,47
121,342
121,343
122,45
122,46
122,343
122,344
123,45
123,344
123,345
124,44
124,346
124,347
125,43
125,44
125,348
125,349
126,42
126,43
126,349
126,350
127,41
127,42
127,350
127,351
128,40
128,41
128,351
129,39
129,40
129,352
130,37
130,38
130,352
130,353
131,36
131,37
131,354
131,355
132,32
132,33
132,34
132,35
132,355
132,356
133,30
133,31
133,356
133,357
134,29
134,30
134,358
134,359
134,360
135,29
135,361
135,362
135,363
135,364
135,365
135,366
136,28
136,367
136,368
137,27
137,28
137,369
137,370
138,25
138,26
138,27
138,371
138,372
139,23
139,24
139,372
139,373
140,21
140,22
140,373
140,374
141,20
141,21
141,374
142,19
142,20
142,374
143,18
143,19
143,374
144,13
144,14
144,15
144,16
144,17
144,374
145,11
145,12
145,375
146,10
146,11
146,375
146,376
147,9
147,10
147,376
147,377
148,8
148,9
148,377
149,7
149,8
149,378
150,6
150,7
150,378
150,379
151,5
151,6
151,379
151,380
151,381
151,382
151,383
151,384
151,385
151,386
151,387
151,388
151,389
151,390
151,391
152,4
152,5
152,392
152,393
153,0
153,1
153,2
153,3
153,4
153,394
153,395
154,395
154,396
155,396
155,397
156,397
156,398
157,398
158,398
159,398
160,399
160,400
160,401
160,402
160,403
161,404
161,405
162,405
163,405
164,405
165,405
166,405
167,405
168,405
169,405
170,406
171,406
172,406
172,409
172,410
172,411
172,412
172,413
172,414
172,415
172,416
172,417
172,418
172,419
172,420
172,421
173,406
173,408
173,422
174,422
175,422
176,422
177,422
178,423
178,424
178,425
178,426
178,427
178,428
178,429
178,430
178,431
178,432
179,433
179,434
180,435
180,436
180,437
181,438
181,439
182,440
182,441
183,442
183,443
184,443
184,444
185,445
185,446
186,446
186,447
187,448
187,449
188,449
188,450
188,451
189,452
189,453
190,454
190,455
191,455
191,456
192,457
192,458
193,458
193,459
194,459
194,460
195,460
195,461
196,462
196,463
197,464
197,465
198,466
198,467
199,468
199,469
199,470
199,471
199,472
200,473
200,474
201,475
201,476
202,476
203,477
204,477
205,477
206,477
207,477
208,478
208,479
208,480
208,481
208,482
208,483
208,484
209,485
209,486
210,486
210,487
211,487
211,488
212,488
212,489
212,490
213,491
213,492
213,493
213,494
213,495
214,496
214,497
215,497
215,498
216,498
216,499
217,499
217,500
217,501
217,502
218,503
218,504
219,505
219,506
220,507
220,508
221,508
221,509
222,509
223,510
224,510
224,511
307,178
307,179
307,180
307,181
307,182
307,183
307,184
307,185
307,186
307,187
307,188
307,189
307,190
307,191
307,192
307,193
307,194
307,195
308,177
308,196
308,197
308,198
308,199
308,200
308,201
308,202
308,203
308,204
308,205
308,206
308,207
308,208
308,209
309,176
309,210
310,176
310,211
311,174
311,175
311,211
311,212
311,213
311,214
312,159
312,160
312,161
312,162
312,163
312,164
312,165
312,166
312,167
312,168
312,169
312,170
312,171
312,172
312,173
312,174
312,215
312,216
313,158
313,217
313,218
314,157
314,219
314,220
315,157
315,221
315,222
316,157
316,223
316,224
317,157
317,225
317,226
318,155
318,156
318,226
318,227
319,153
319,154
319,227
319,228
320,153
320,228
320,229
321,152
321,229
321,230
321,255
321,256
321,257
322,144
322,145
322,146
322,147
322,148
322,149
322,150
322,151
322,152
322,230
322,231
322,232
322,233
322,234
322,235
322,236
322,237
322,238
322,239
322,240
322,241
322,242
322,243
322,244
322,245
322,246
322,247
322,248
322,249
322,250
322,251
322,252
322,253
322,254
322,255
322,257
323,143
323,257
324,142
324,257
325,142
325,257
326,124
326,125
326,142
326,257
327,123
327,126
327,127
327,128
327,129
327,130
327,131
327,132
327,133
327,134
327,135
327,136
327,137
327,138
327,139
327,140
327,141
327,257
328,122
328,257
329,122
329,257
330,122
330,258
330,259
330,260
330,261
330,262
330,263
330,264
331,122
331,265
332,122
332,265
333,122
333,266
334,122
334,266
335,122
335,267
336,120
336,121
336,267
336,268
337,116
337,117
337,118
337,119
337,120
337,268
337,269
338,115
338,269
338,270
339,114
339,271
339,272
339,273
339,274
339,275
339,276
339,277
339,278
339,279
340,113
340,114
340,280
341,112
341,113
341,280
342,110
342,111
342,280
343,98
343,99
343,100
343,101
343,102
343,103
343,104
343,105
343,106
343,107
343,108
343,109
343,280
344,97
344,281
345,96
345,281
345,282
346,96
346,283
346,284
346,285
347,96
347,286
347,287
348,96
348,287
348,288
349,95
349,96
349,289
349,290
350,87
350,88
350,89
350,90
350,91
350,92
350,93
350,94
350,95
350,290
350,291
351,86
351,291
351,292
352,85
352,292
352,293
353,85
353,293
353,294
354,84
354,85
354,295
354,296
355,83
355,84
355,297
355,298
356,81
356,82
356,298
357,79
357,80
357,299
358,78
358,79
358,299
358,300
359,77
359,78
359,300
359,301
359,302
359,303
359,304
359,305
360,76
360,77
360,306
360,307
360,308
361,75
361,76
361,309
361,310
362,69
362,70
362,71
362,72
362,73
362,74
362,311
362,312
363,67
363,68
363,313
363,314
363,315
363,316
363,317
363,318
364,65
364,66
364,319
365,65
365,320
366,64
366,320
367,61
367,62
367,63
367,321
368,60
368,321
368,322
369,59
369,322
369,323
370,58
370,59
370,324
370,325
371,57
371,58
371,325
371,326
372,54
372,55
372,56
372,57
372,327
372,328
373,52
373,53
373,328
373,329
374,51
374,52
374,330
374,331
375,50
375,51
375,331
375,332
376,46
376,47
376,48
376,49
376,50
376,333
376,334
377,43
377,44
377,45
377,335
377,336
378,41
378,42
378,336
378,337
379,39
379,40
379,337
379,338
379,339
380,37
380,38
380,340
380,341
381,37
381,342
381,343
382,36
382,344
382,345
383,36
383,345
