y_coord,x_coord
0,159
0,357
1,159
1,358
1,359
1,360
1,361
2,159
2,362
2,363
3,159
3,363
4,159
4,363
5,156
5,157
5,158
5,159
5,363
6,154
6,155
6,364
7,154
7,364
8,153
8,364
9,153
9,364
10,153
10,364
11,153
11,364
12,153
12,364
13,153
13,364
14,153
14,364
15,153
15,364
16,153
16,364
17,153
17,364
18,152
18,364
19,152
19,364
20,152
20,364
21,151
21,364
22,151
22,364
23,151
23,364
24,151
24,364
25,151
25,364
26,151
26,364
27,151
27,364
28,151
28,363
29,151
29,362
30,151
30,362
31,151
31,362
32,151
32,362
33,152
33,362
34,152
34,362
35,153
35,362
36,153
36,363
36,364
37,154
37,365
38,154
38,365
39,154
39,366
40,154
40,366
41,154
41,366
42,154
42,366
43,155
43,366
44,155
44,366
45,156
45,366
46,156
46,366
47,156
47,366
48,157
48,366
49,157
49,366
50,156
50,157
50,366
51,155
51,156
51,366
52,154
52,155
52,366
53,152
53,153
53,366
54,151
54,366
55,150
55,366
56,150
56,366
57,150
57,368
57,369
58,150
58,369
59,150
59,370
60,149
60,370
61,149
61,370
62,148
62,371
63,148
63,371
63,372
64,148
64,372
65,148
65,373
66,148
66,373
67,148
67,373
68,148
68,374
69,148
69,374
70,148
70,375
71,148
71,375
72,148
72,376
73,148
73,376
73,377
74,148
74,378
74,379
75,143
75,144
75,145
75,146
75,147
75,148
75,379
75,380
76,142
76,380
76,381
77,141
77,381
77,382
78,141
78,383
78,384
79,141
79,384
79,385
80,141
80,385
81,141
81,385
82,141
82,385
83,136
83,137
83,138
83,139
83,140
83,141
83,385
84,133
84,134
84,135
84,385
85,131
85,132
85,385
86,130
86,131
86,385
87,129
87,130
87,386
87,387
87,388
88,129
88,389
88,390
89,128
89,390
89,391
90,128
90,391
90,392
91,127
91,392
91,393
92,127
92,393
92,394
93,126
93,395
93,396
94,126
94,397
94,398
95,125
95,398
96,125
96,399
97,123
97,124
97,399
98,121
98,122
98,399
99,120
99,121
99,400
99,401
99,402
99,403
99,404
100,120
100,405
100,406
100,407
101,119
101,408
101,409
102,119
102,410
102,411
102,412
103,118
103,119
103,413
103,414
104,116
104,117
104,414
104,415
105,115
105,116
105,415
105,416
106,113
106,114
106,416
107,112
107,113
107,416
108,110
108,111
108,417
108,418
108,419
108,420
109,105
109,106
109,107
109,108
109,109
109,110
109,421
109,422
110,103
110,104
110,422
111,101
111,102
111,423
112,100
112,101
112,423
112,424
112,425
113,99
113,426
113,427
114,98
114,428
114,429
115,98
115,429
115,430
116,93
116,94
116,95
