y_coord,x_coord
0,162
0,383
1,162
1,383
2,162
2,383
3,162
3,383
4,162
4,383
5,162
5,383
6,162
6,383
7,161
7,384
8,161
8,384
8,385
9,160
9,385
9,386
10,160
10,386
10,387
11,160
11,387
12,159
12,387
13,159
13,387
14,159
14,387
15,159
15,387
16,159
16,387
17,159
17,387
18,159
18,387
19,159
19,387
20,159
20,387
21,159
21,387
22,159
22,387
23,158
23,387
24,158
24,386
24,387
25,158
25,386
26,157
26,385
27,157
27,383
27,384
28,157
28,383
29,157
29,383
30,157
30,383
30,384
31,156
31,157
31,384
31,385
32,155
32,385
32,386
32,387
33,154
33,388
33,389
34,154
34,389
34,390
35,154
35,391
35,392
36,154
36,392
37,154
37,393
38,154
38,393
39,154
39,393
40,154
40,393
41,154
41,394
42,154
42,394
43,154
43,394
44,152
44,153
44,154
44,394
45,150
45,151
45,395
46,149
46,150
46,395
47,148
47,149
47,395
48,147
48,148
48,396
49,147
49,396
50,146
50,396
51,146
51,396
52,145
52,397
53,145
53,398
53,399
53,400
53,401
53,402
54,145
54,403
54,404
55,145
55,404
55,405
56,144
56,406
56,407
57,144
57,407
57,408
58,144
58,408
58,409
59,144
59,409
59,410
60,143
60,410
60,411
61,142
61,143
61,411
62,140
62,141
62,412
63,139
63,140
63,412
63,413
64,137
64,138
64,413
64,414
65,136
65,137
65,414
66,135
66,136
66,415
67,134
67,135
67,415
67,416
68,133
68,134
68,416
68,417
69,131
69,132
69,418
69,419
69,420
70,129
70,130
70,421
70,422
71,128
71,129
71,422
71,423
72,126
72,127
72,423
72,424
73,125
73,126
73,424
73,425
74,124
74,125
74,425
74,426
75,122
75,123
75,426
75,427
76,122
76,427
76,428
76,429
76,430
76,431
77,121
77,432
77,433
78,121
78,433
78,434
79,121
79,434
79,435
80,121
80,435
80,436
81,121
81,436
81,437
82,120
82,121
82,438
82,439
83,113
83,114
83,115
83,116
83,117
83,118
83,119
83,120
83,439
83,440
84,111
84,112
84,440
84,441
85,110
85,111
85,441
85,442
86,109
86,110
86,442
87,107
87,108
87,442
88,105
88,106
88,442
89,105
89,443
89,444
89,445
89,446
89,447
89,448
89,449
89,450
89,451
89,452
90,104
90,453
90,454
91,103
91,104
91,454
91,455
92,98
92,99
92,100
92,101
92,102
92,455
92,456
93,97
93,456
93,457
94,96
94,457
94,458
95,96
95,458
96,95
96,459
97,95
97,459
97,460
98,94
98,95
98,461
98,462
98,463
98,464
98,465
98,466
98,467
98,468
98,469
99,93
99,94
99,470
99,471
100,91
100,92
100,472
100,473
101,90
101,91
101,474
101,475
102,84
102,85
102,86
102,87
102,88
102,89
102,475
102,476
103,82
103,83
103,476
104,81
104,477
105,80
105,477
106,79
106,80
106,477
107,78
107,79
107,478
108,77
108,78
108,478
108,479
109,74
109,75
109,76
109,77
109,479
109,480
110,72
110,73
110,481
110,482
111,71
111,72
111,482
111,483
112,71
112,483
112,484
113,70
113,484
113,485
113,486
113,487
113,488
113,489
113,490
113,491
113,492
114,70
114,493
114,494
115,64
115,65
115,66
115,67
115,68
115,69
115,494
116,61
116,62
116,63
116,495
117,58
117,59
117,60
117,495
118,56
118,57
118,495
119,55
119,56
119,496
120,53
120,54
120,496
120,497
121,51
121,52
121,497
121,498
122,50
122,51
122,498
122,499
123,49
123,50
123,499
123,500
124,48
124,49
124,500
124,501
125,44
125,45
125,46
125,47
125,502
125,503
125,504
125,505
126,42
126,43
126,506
126,507
126,508
126,509
127,41
127,42
127,510
127,511
128,40
128,41
129,38
129,39
130,37
130,38
131,35
131,36
132,33
132,34
133,32
133,33
134,31
134,32
135,30
135,31
136,29
136,30
137,18
137,19
137,20
137,21
137,22
137,23
137,24
137,25
137,26
137,27
137,28
137,29
138,16
138,17
139,15
139,16
140,15
141,14
142,14
143,13
144,13
145,13
146,12
147,12
148,11
149,10
149,11
150,8
150,9
150,10
151,6
151,7
152,4
152,5
153,3
153,4
154,0
154,1
154,2
260,283
260,284
260,285
261,281
261,282
261,286
261,287
262,281
262,287
262,288
263,280
263,289
263,290
264,258
264,259
264,260
264,261
264,262
264,278
264,279
264,280
264,290
264,291
265,256
265,257
265,263
265,264
265,265
265,266
265,267
265,268
265,269
265,270
265,271
265,272
265,273
265,274
265,275
265,276
265,277
265,291
265,292
266,253
266,254
266,255
266,292
266,293
266,294
266,295
266,296
266,297
266,298
266,299
266,300
266,301
266,302
266,303
266,304
266,305
266,306
267,247
267,248
267,249
267,250
267,251
267,252
267,307
268,245
268,246
268,308
269,244
269,245
269,308
270,242
270,243
270,308
271,233
271,234
271,235
271,236
271,237
271,238
271,239
271,240
271,241
271,242
271,309
272,226
272,227
272,228
272,229
272,230
272,231
272,232
272,309
272,310
273,217
273,218
273,219
273,220
273,221
273,222
273,223
273,224
273,225
273,310
273,311
274,215
274,216
274,312
274,313
274,314
274,315
274,316
274,317
274,318
274,319
275,214
275,215
275,320
275,321
276,214
276,322
276,323
276,324
276,325
277,213
277,326
277,327
278,213
278,328
278,329
279,212
279,330
279,331
279,332
279,333
279,334
279,335
279,336
279,337
280,212
280,338
280,339
281,207
281,208
281,209
281,210
281,211
281,212
281,339
281,340
282,205
282,206
282,340
282,341
283,203
283,204
283,341
283,342
283,343
284,203
284,344
284,345
285,202
285,345
285,346
286,201
286,202
286,346
286,347
287,201
287,347
287,348
287,349
288,200
288,350
288,351
288,352
288,353
288,354
288,355
288,356
289,199
289,200
289,357
289,358
290,190
290,191
290,192
290,193
290,194
290,195
290,196
290,197
290,198
290,199
290,358
291,189
291,359
292,188
292,360
292,361
293,187
293,188
293,362
293,363
294,179
294,180
294,181
294,182
294,183
294,184
294,185
294,186
294,364
294,365
295,176
295,177
295,178
295,365
296,173
296,174
296,175
296,366
297,171
297,172
297,367
297,368
298,170
298,171
298,368
298,369
299,169
299,170
299,369
299,370
299,371
299,372
299,373
300,168
300,169
300,374
300,375
301,165
301,166
301,167
301,375
302,160
302,161
302,162
302,163
302,164
302,376
303,158
303,159
303,376
303,377
304,156
304,157
304,377
304,378
304,379
305,155
305,156
305,380
305,381
306,155
306,381
306,382
306,383
307,154
307,384
307,385
308,153
308,154
308,385
308,386
309,152
309,153
309,386
309,387
310,151
310,152
310,388
310,389
311,151
311,389
311,390
312,136
312,137
312,138
312,139
312,140
312,141
312,142
312,143
312,144
312,145
312,146
312,147
312,148
312,149
312,150
312,391
312,392
313,134
313,135
313,392
313,393
314,133
314,134
314,394
315,132
315,133
315,395
316,131
316,132
316,395
316,396
317,130
317,131
317,396
317,397
318,129
318,130
318,398
318,399
319,128
319,129
319,400
319,401
319,402
319,403
319,404
320,127
320,128
320,405
320,406
320,407
320,408
320,409
320,410
320,411
320,412
320,413
320,414
320,415
321,123
321,124
321,125
321,126
321,416
322,121
322,122
322,417
323,118
323,119
323,120
323,417
324,116
324,117
324,418
325,114
325,115
325,418
325,419
326,113
326,114
326,419
326,420
326,421
327,113
327,422
327,423
328,112
328,423
328,424
329,109
329,110
329,111
329,425
329,426
330,106
330,107
330,108
330,426
330,427
331,104
331,105
331,428
331,429
332,103
332,104
332,430
332,431
333,103
333,432
333,433
334,102
334,433
334,434
335,102
335,434
335,435
336,101
336,102
336,436
336,437
337,100
337,101
337,437
337,438
338,97
338,98
338,99
338,438
338,439
339,95
339,96
339,439
339,440
340,92
340,93
340,94
340,440
340,441
341,90
341,91
341,441
342,85
342,86
342,87
342,88
342,89
342,442
342,443
342,444
342,445
342,446
343,83
343,84
343,447
343,448
344,81
344,82
344,448
344,449
345,80
345,81
345,449
345,450
346,79
346,80
346,450
346,451
346,452
347,78
347,79
347,453
347,454
348,78
348,454
348,455
349,77
349,455
349,456
350,76
350,77
350,456
350,457
351,75
351,76
351,458
351,459
352,74
352,75
352,460
352,461
352,462
352,463
352,464
352,465
352,466
352,467
352,468
352,469
353,73
353,74
353,470
353,471
353,472
353,473
354,71
354,72
354,474
354,475
355,70
355,71
355,476
356,69
356,70
356,477
357,65
357,66
357,67
357,68
357,69
357,477
358,62
358,63
358,64
358,478
359,60
359,61
359,478
360,60
360,479
360,480
361,59
361,481
361,482
362,59
362,483
362,484
363,46
363,47
363,48
363,49
363,50
363,51
363,52
363,53
363,54
363,55
363,56
363,57
363,58
363,59
363,484
363,485
364,45
364,485
364,486
365,44
365,486
365,487
366,44
366,487
366,488
366,489
367,44
367,490
367,491
368,44
368,492
368,493
369,44
369,493
369,494
370,43
370,495
370,496
371,36
371,37
371,38
371,39
371,40
371,41
371,42
371,43
371,496
371,497
372,35
372,497
372,498
373,34
373,498
373,499
373,500
374,34
374,501
374,502
375,34
375,503
375,504
375,505
375,506
375,507
375,508
375,509
375,510
375,511
376,34
377,34
378,18
378,19
378,20
378,34
379,18
379,20
379,34
